,smiles,s1_energy,t1_energy,t2_energy,s1_cal,t1_cal,s1_t1_gap,t2_t1_gap,scscore,s1_t1_gap_score,t2_t1_gap_score,total_score
4858,Fc1ccc(-c2cc3cc(-c4ccccc4)ccc3o2)cc1,4.1554,2.8595,3.6753,3.621928331354576,2.534329600467929,-1.4467308695812833,-2.0437000000000003,3.5578401383349654,0.0042650998,0.0012396373,0.002299386
4859,Cc1cc(-c2ccc(-c3ccncc3)[nH]2)ccn1,4.0327,2.6905,3.7635,3.533214852206575,2.398890389417929,-1.2645659266292832,-1.6175000000000002,2.9006473167664133,0.012075346,0.0063300743,0.008742874
4860,Fc1cc(-c2csc(-c3ccccc3)n2)cc2ccsc12,3.8166,2.7397,3.4064,3.376972123242575,2.438320029557929,-1.4996679358732832,-2.073,3.5166582039353216,0.0031483024,0.0011079459,0.0018676587
4861,Cc1ccnc2sccc12,4.8355,3.4575,4.1894,4.113648275678575,3.013576039567929,-1.9135038034572835,-2.7256,2.663454530606173,0.00029156642,9.063459e-05,0.00016256077
4862,O=c1c2ccccc2cc2n1Cc1ccccc1-2,3.9028,2.68745,3.33605,3.439295692130575,2.3964460722954293,-1.3535964524602826,-2.03885,3.198149553227726,0.0072685014,0.0012628968,0.0030297472
4863,Fc1cccc(-c2c[nH]c3ccc(-c4ccsc4)cc23)c1,4.37365,3.24485,3.4926,3.779725534484576,2.843155044125429,-1.906584553766283,-2.9971,3.897996295727412,0.0003034104,3.1975655e-05,9.849744e-05
4864,c1ccc2ncc(-c3ccsc3)cc2c1,4.1056,2.93485,3.50305,3.5859223716025754,2.594716254625429,-1.6035101376482823,-2.36665,3.17901223807688,0.0017341655,0.00035927523,0.0007893305
4865,Cc1nc(-c2cccc(F)c2)cs1,4.7065,3.1013,4.1148,4.020379825718575,2.7281118562779287,-1.4358438868372831,-2.0878000000000005,2.515601341858138,0.004539689,0.0010468356,0.0021799789
4866,c1ccc2ncc(-c3ccc4nccnc4n3)cc2c1,3.0931,2.6733,2.7665,2.853873491102575,2.3851060436779288,-1.9163385962532824,-2.5800999999999994,3.4333776358104773,0.00028684852,0.00015840342,0.00021316142
4867,Fc1cccc(-c2c(-c3ccccc3F)sc3ccccc23)c1,4.0469,2.9235,3.7005,3.543481611814576,2.5856201892679294,-1.6277587667212832,-2.1465000000000005,3.7273215246368463,0.0015085778,0.0008358663,0.0011229289
